____,______,____,_____,
0,string_1,Roger Wilco,___'_ ______,
0,string_2,"It's you, Roger Wilco, janitor sub-extraordinaire.","__ ___, ___'_ ______, ____ __-_____.",
0,string_3,This is your brain take-out container.,__ ____ _____ ____ ___.,
0,string_15,,,
0,string_16_offset_1,x.yyy,,
0,string_17,Let me out of here!\n(Quit),______ ____ ____!\n(__),
0,string_18,I don't know WHAT\nI was thinking.\nLet's Play!,___ __ ____ *__*\n___ _____.\n____ ____!,
0,string_19,Of course I'm sure!,____ ____ ____!,
0,string_20,Changed My Mind.\nLet's Play!,______ __ ____.\n____ ____!,
0,string_21,Who cares,___ ____,
0,string_22,Debug,_____,
0,string_26,Select this Icon to close this window.,___ ______ ___ ___ _____ __ _____.,
0,string_28,Select this Icon then select an inventory item you'd like a description of.,___ ______ ___ ___ ___ ____ ______ ____ ____ _____ ___.,
0,string_30,This allows you to do something to an item.,__ _____ __ _____ ____ _____.,
0,string_33,This allows you to select an item.,__ _____ __ _____ ____.,
0,string_37,It's a cartridge from the Arcada's Data Archive.,__ ______ ______ _____ __ ______.,
0,string_38,This keycard fits an electronic lock someplace on the Arcada.,______ ___ _____ ______ ________ ______ ______.,
0,string_41,"This is some sort of gadget. You're not sure what it does exactly, but it has a switch.","__ ___ __ _____. ___ __ ____ __ _____ __ ____, ___ __ ___ ___.",
0,string_43,It's the cone shaped tip of a stalagmite.,__ ____ ______ __ ____.,
0,string_45,A Survival Kit,____ _______,
0,string_47,It's a Xenon Army knife,__ ____ ___ ______,
0,string_49,"The can label says ""Pelvitron Dehydrated Water (H2) - All you add is air! Makes 10 gallons! Caution - Do not attempt to open or rupture container! Misuse could result in personal injury and/or flash flooding.""","__ ______ __ _____ ____ ""_________ ___ _______ - ____ __ ______ _____! ___ _-40 ____! ______ - __ ____ _____ __ _____ __ _____! _____ ____ ____ _______ ______ _/__ ____ _______.""",
0,string_51,It's that highly reflective piece of broken cockpit glass.,__ ____ _____ ____ __ ______ __ _____ ______.,
0,string_53,This cute little item is an Orat part - you're not sure what part though.,_____ ____ ______ ___ ___ ___ __ ____ - ___ ___ __ ____ ____ ___.,
0,string_55,This key operates the skimmer.,_____ ___ _____ __ _____.,
0,string_57,.,,
0,string_58,s.,,
0,string_60,Ummm! Keronian Ale!,___! ____ ________!,
0,string_62,This is a used jetpack. Real used.,__ _____ _____ _____. ___ _____.,
0,string_64,"It's a pulseray laser pistol. Remember, this isn't a play toy!","__ ____ ___-_____ _____. ____, __ ____ _____ ____!",
0,string_66,You have a small innocuous looking grenade.,__ __ _____ ___ ___ ____ _____.,
0,string_68,This is a small single function remote control.,__ ___ ____ ___ ___ _____ _____.,
0,string_70,"It's a genuine Widget. You're not sure what it does but it's heavy, it looks cool, and it might be magnetic. Please keep this away from the game disks!","__ _____'_ _____. ___ __ ____ __ __ ____ ___ __ ___, ____ _____, _____ _____ _____. _____ ____ __ __ ____ ________ __ _____!",
0,string_72,"This is simply a piece of sticky, stinking, rotting, plant","___ ____ _____ _____, ______, _____ __ ___.",
0,string_74,Hey kids! This bar coupon is good for 5 bucakzoids and a free Keronian Ale!,___ _____! _____ ___ ___ ___ _-5 _______ _____ ________ ____!,
0,string_76,This coupon gives you a 20% discount at a Droids-B-Us near you! How helpful! Those suckers have the highest droid prices in this universe.,_____ ___ ____ __ 20% ____ ________-__-__ _____ ____! ___ _____! _______ ____ __ __ _____ ________ _______ _____ _____.,
0,string_78,"In the pocket of this ugly outfit is a Sarien ID card. The name on the card is Butston Freem. You wonder if this is a common Sarien name (and if it is, you're glad you're not Sarien).","____ __ _______ _______ ____ __ _____ ____ ________. ___ __ ______ ___ _______ ____. ___ ____ __ __ __ _______ ____ (___ __, ___ ___ ____ __ _______).",
0,string_79,Restore,_____,
0,string_80,Restart,____,
0,string_81,    Quit    ,__,
0,string_82,  Space Quest I - The Sarien Encounter,___ ____ 1 - _____ ________,
0,string_84,Enter drive & directory for new response log...,,
0,string_85,newresp.log,,
0,string_86,Default Response,,
0,string_87,\n(switch theItem (%d,,
0,string_88,\n,,
0,string_89,verbUse,,
0,string_90,verbLook,,
0,string_91,verbDo,,
0,string_92,verbTalk,,
0,string_93,verbSmell,,
0,string_94,verbTaste,,
0,string_95,\t\t\t(Print\n,,
0,string_96,"\t\t\t\t""",,
0,string_97,doVerb message:,,
0,string_98,"\n\t\t\t\t""\n",,
0,string_99,\t\t\t)\n,,
0,string_100,\t\t)\n,,
0,string_101,\t\t\n\n,,
0,string_102,\n\t\t\t\t,,
0,string_103,This icon is for walking.,______ ___ ___ ______.,
0,string_105,This icon is for looking.,______ ___ ___ ________.,
0,string_107,This icon is for doing.,______ ___ ___ ______.,
0,string_109,This icon is for talking.,______ ___ ___ ______.,
0,string_111,This window displays the current inventory item.,_____ ___ ____ __ ____ _____ ______.,
0,string_113,This icon brings up the inventory window.,______ ___ ____ __ ____ _____.,
0,string_115,This icon is for smelling.,______ ___ ___ _____.,
0,string_117,This icon is for tasting.,______ ___ ___ ______.,
0,string_119,This icon brings up the control panel.,______ ___ ____ __ ___ _____.,
0,string_121,This icon tells you about other icons.,______ ___ ______ __ ______ _____.,
0,string_128,Raises and lowers the level of graphics detail.,____ _______ __ ___ ______ __ _______.,
0,string_130,Adjusts sound volume.,______ __ _____ ____.,
0,string_132,Adjusts the speed of the your character's animation (within the limits of your computer's capability).,______ __ ______ ________ _____ ___ (_______ ______ _____ ___).,
0,string_134,Saves your current game.,_____ __ _____ ______ ___.,
0,string_136,Restores a previously saved game.,_____ ____ _____.,
0,string_138,Restarts the Game.,______ __ _____.,
0,string_140,Exits the game.,_____ ______.,
0,string_142,Information about the game.,____ __ _____.,
0,string_145,Exits this menu.,_____ _______ ___.,
1,string_0,Would you like to skip\nthe introduction or\nwatch the whole thing?,___ ____ ____\n__ ______ __\n_____ ____?,
1,string_1,Skip it,___,
1,string_2,Watch it,___,
1,string_3,Restore a Game,___ ____,
1,string_5," 1991 Sierra On-Line, Inc."," 1991 _____ ___-____, __""_",
10,string_0,You're at the east end of one of the development labs. Another elevator is available here.,___ ____ ______ __ ___ _______ ______. _____ _____ _____ ___.,
10,string_5,elevator,_____,
10,string_6,This is yet another in a long line of elevators in this game.. er.. ship.,___ ___ ___ ____ ____ _____ __ ______ _____... __... _____ ____.,
10,string_8,light,___,
10,string_9,"This light indicates that the elevator goes down and, when lit, its presence at this floor.","____ ___ ____ _______ _____, ______ ____, __ _______ ___ _____ ____.",
10,string_11,bay door,___ ____,
10,string_12,open exposing the vast reaches of space,_____ ______ __ ______ _______ __ ____,
10,string_13,closed,_____,
10,string_15,button pad,___ _______,
10,string_16,"This is the button pad for the bay doors below. The controls are located up here to minimize the chance of someone doing something stupid, such as pressing 'OPEN' while in the pod bay when wearing no pressure suit. YOU should be glad.","___ ___ ________ ______ _______ ____. ______ _______ __ _____ ___ _____ __ ______ ______ ____ ____ _____, ___ _____ __ '____' _____ _____ ______ ______ ____ _____ ___. *___* ____ _____.",
10,string_18,button,_____,
10,string_19,The button is depressed. Aren't we all?,______ __ ____. ______ __ _____.,
10,string_22,"You always meant to ask one of the technicians what this thing is. However, you procrastinated a bit too long in this case. It's either an ocean-in-a-bottle or a model of your stomach as the deadline draws near.","____ _______ _____ __ ___ _______ __ ____ ___. ___, ____ __ __ ___ ____ ___ _____ ___. __ ___ ________-____-_____ __ ___ __ _____ ___ ____ ____ ______ _____.",
10,string_24,"This is a keycard slot. Your bottom-of-the-foodchain-type clearance has always prevented you from attaining a keycard for this area, thus precluding your access to it without an escort. Good luck finding one now!","__ ____ ___. ______ ____-_____-_____-_____ ___ ___ ____ ____ ___ _____ __ _____ _____ ___, ____ ______ __ _____ ___ ____ ___ _____. ______ _____ ___ _____!",
10,string_26,This button opens the bay doors below.,______ ___ ____ __ _____ _______ ____.,
10,string_28,This button closes the bay doors below.,______ ___ ____ __ _____ _______ ____.,
10,string_30,"This is a remote monitoring panel for some of the ship's systems. Attempts to understand their purpose always made your brain hurt, but you do know that glowing red isn't good. Especially since some of the stuff is connected to the reactor cooling system.","__ ___ _____ _____ ____ ___ _______ ______. _______ _____ __ _____ ____ ____ ____ __ ____ __, ___ ___ ____ _____ ____ __ ____ __. ______ __ ___ _______ _______ ______ _____ ____.",
10,string_32,These buttons are locked in position. It's probably just as well. You might live longer due to having no clue as to their purpose.,________ ______ _____. _____ ____ __. ____ ____ ____ ___ _____ __ ____ __ ____ __ __ _____.,
10,string_34,handle,____,
10,string_35,This looks like something out of a Boris Karloid movie.,__ ____ ___ ____ ____ __ _____ ______.,
10,string_38,This is the steel stand for the odd globe.,__ ____ _____ _______ ______.,
10,string_40,More pipes run around the upper perimeter of this area.,___ _______ ______ ____ ____ ______ __ _____ ___.,
103,string_5,,,
103,string_6_offset_1,BHCA,,
103,string_7,BCHE,,
103,string_8,BHBH,,
103,string_9,FCFD,,
103,string_10,HDCH,,
103,string_11,GECB,,
103,string_12,EEJF,,
103,string_13,CAED,,
103,string_14,BACI,,
103,string_15,EFGI,,
103,string_16,IBED,,
103,string_17,GFDJ,,
103,string_18,JAAI,,
103,string_19,DDHF,,
103,string_20,IJBD,,
103,string_21,ICCH,,
103,string_22,DGFJ,,
103,string_23,FCJG,,
103,string_24,FIFI,,
103,string_25,AJJG,,
103,string_31,This is your head. (Didn't you learn this stuff a real long time ago?),__ ____ ___. (__ ____ __ ______ ____ ____ ____ ___?),
103,string_33,This is your arm.,___ _____ ___.,
103,string_36,This button allows you to exit this screen.,______ ___ _____ __ ____ _____ ___.,
103,string_37,droid arm,____ __ _____,
103,string_38,You see a data cartridge clasped in the droid's manipulator.,___ ____ ____ ____ _____ _____ ______.,
103,string_41,cracked monitor,___ ____,
103,string_43,data computer,____ ____,
103,string_44,This is the Data Retrieval console.,___ ____ _____ _____.,
103,string_46,control panel,___ ____,
103,string_47,This is the control panel for the Data Retrieval console.,__ ___ _____ __ ____ _____ _____.,
103,string_50,These are some highly decorative illumination devices for the console.,___ ______ _____ _______ _____ ____ _____.,
103,string_51,yourself,____,
103,string_52,It's you and you're darned handsome if you do say so yourself.,__ ___ ____ ____ ____ __ _____ __ _____.,
103,string_55,Buttons reside here. You hate buttons. They confuse you so.,________ ______ ___. ___ ____ _______. __ _______ ____ __ __.,
103,string_58,keypad,___ _____,
103,string_59,Enter a Code Sequence to retrieve Data cartridges.,____ ___ _____ __ ___ _____ __ _______ _____.,
103,string_61,button,_____,
103,string_62,These buttons allow you to enter a code into the computer.,_______ ___ _______ __ _____ _____ _____.,
103,string_64,Enter,___,
103,string_65,This button confirms entry of the code you keyed-in and begins the search for the corresponding cartridge.,_____ __ ____ __ ____ ______ _____ ______ __ ______ ___ _______ _______.,
103,string_67,Off,_____,
103,string_68,Press this button if you want to turn the keypad off.,___ __ _____ __ __ ____ _____ __ ___ ______.,
103,string_70,A,,
103,string_72,B,,
103,string_74,C,,
103,string_76,D,,
103,string_78,E,,
103,string_80,F,,
103,string_82,G,,
103,string_84,H,,
103,string_86,I,,
103,string_88,J,,
11,string_0,This is the airlock of the Arcada.,___ ____ ______ __ ______.,
11,string_7,space suit,_____ ___,
11,string_8,A space suit hangs in the closet. It won't be used by anyone else on the ship anymore.,_____ ___ _____ _____. __ ___ ___ ______ ___ __ _____ __.,
11,string_11,"It's a fish bowl - no, it's a space suit helmet!.","__ ________ - __, ___ ____ _____ ___!",
11,string_12,elevator light.,___ _____.,
11,string_13,This elevator indicator points up.,____ __ ______ _____ ____ ____.,
11,string_15,big door.,___ _____.,
11,string_16,These large red doors serve as the airlock entrance which empties out to the pod bay.,______ _______ _______ ____ ______ ______ ____ ______ _______ _____ ______.,
11,string_19,A small drawer is located just beneath a button.,_____ ____ ______ ___ ____ ______.,
11,string_20,closet door,___ ____,
11,string_21,"The image on the closet door looks familiar, but you can't quite place it.","_____ __ ___ _____ _____ _____, ___ ___ __ ___ _____ _____.",
11,string_24,Flashing lights adorn this strange yet familiar-looking console.,_____ _______ ______ __ _____ ______ __ ____ ___.,
11,string_26,It doesn't do anything but it sure looks cool.,__ __ ____ ___ ___ __ ____ ___ _____.,
11,string_27,door,___,
11,string_28,This is another elevator door. This one goes up.,___ ___ ___ _____. ___ ____ _____.,
11,string_31,"The control panel has many confusing gauges on it. The only one you can read says ""CAUTION: LAUNCH BAY DECOMPRESSED!""","__ __ ___ _____ ____ ______ _______. __ _____ ____ ____ _____ ____ ""______: ____ ______ ____ ____ ____!""",
11,string_32,There is a button above the rectangular object below.,__ _____ ___ ____ ______ _____.,
11,string_35,This button might have some function involving the adjacent doors.,______ ___ ____ _____ _____ _____ ______ _______.,
11,string_36,You notice a drawer and a button.,___ _____ ______ ______.,
12,string_0,This is the cavernous Vehicle Bay. An escape pod rests on launch rails at the end of the platform. Bay doors at the end of the rails allow access to the emptiness beyond.,___ ____ ______ _____. _____ _____ ___ __ _____ _____ ____ _____. _____ ____ ____ ______ _______ ____ ____ _____ ___.,
12,string_7,bay doors,_____ ____,
